Company ID ,Year ,Company name ,industry ,symbol ,No. of female on board ,female ratio,No. of independent directors ,board independence,check,equity + liabilities ,total assets ,total liability ,total equity ,Lev,FSIZE ,BSIZE ,ETR,,,,,,,,
25,2015,"	
VALLIBEL ONE PLC",Utilities ,VONE.N0000,1,16.6666666666667,3,50,0,"27,599,276,324","27,599,276,324","24,114,675","27,575,161,649",0.000874507112848584,24.0410553891808,6,0.0786010958997545,,,,,,,,
25,2016,"	
VALLIBEL ONE PLC",Utilities ,VONE.N0000,1,20,3,60,0,"29,452,325,125","29,452,325,125","428,837,011","29,023,488,114",0.014775515930945,24.1060386955404,5,0.0504954857511829,,,,,,,,
25,2017,"	
VALLIBEL ONE PLC",Utilities ,VONE.N0000,1,20,3,60,0,"32,452,909,000","32,452,909,000","1,103,160,000","31,349,749,000",0.0351887984812893,24.2030559216872,5,0.0460326389078183,,,,,,,,
25,2018,"	
VALLIBEL ONE PLC",Utilities ,VONE.N0000,1,20,2,40,0,"28,597,475,000","28,597,475,000","825,736,000","27,771,739,000",0.0297329598265345,24.0765842641614,5,0.0553164200084977,,,,,,,,
26,2015,DOLPHIN HOTELS PLC,consumer services ,STAF.N0000,1,20,2,40,0,"2,325,953,841","2,325,953,841",518299440,"1,807,654,401",0.286724851671467,21.567396046048,5,0.0529809008461693,,,,,,,,
26,2016,DOLPHIN HOTELS PLC,consumer services ,STAF.N0000,1,20,2,40,0,"2,478,947,271","2,478,947,271",607784205,"1,871,163,066",0.324816268578486,21.631099819503,5,0.225592802269169,,,,,,,,
26,2017,DOLPHIN HOTELS PLC,consumer services ,STAF.N0000,1,20,2,40,0,"2,423,113,666","2,423,113,666",515887312,"1,907,226,354",0.270490868017861,21.6083191889475,5,0.214594059311358,,,,,,,,
26,2018,DOLPHIN HOTELS PLC,consumer services ,STAF.N0000,1,20,2,40,0,"3,105,059,230","3,105,059,230",1051403072,"2,053,656,158",0.51196645938234,21.8562986278343,5,0.167619777181799,,,,,,,,
27,2015,LANKA TILES PLC,Capital Goods,TILE.N0000,1,14.2857142857143,3,42.8571428571429,0,"7,679,748,000","7,679,748,000","1,895,286,000","5,784,462,000",0.327651214581408,22.7618525710677,7,0.252559114113412,,,,,,,,
27,2016,LANKA TILES PLC,Capital Goods,TILE.N0000,1,14.2857142857143,3,42.8571428571429,0,"8,359,582,000","8,359,582,000","1,765,056,000","6,594,526,000",0.26765471847408,22.846674262793,7,0.231341807226975,,,,,,,,
27,2017,LANKA TILES PLC,Capital Goods,TILE.N0000,1,14.2857142857143,3,42.8571428571429,0,"8,701,046,000","8,701,046,000","1,830,714,000","6,870,332,000",0.266466598702945,22.886709085265,7,0.257788064695216,,,,,,,,
27,2018,LANKA TILES PLC,Capital Goods,TILE.N0000,1,12.5,4,50,0,"11,678,894,000","11,678,894,000","4,561,569,000","7,117,325,000",0.640910594921547,23.1810491180821,8,0.29627453407702,,,,,,,,
