Company ID ,Year ,Company name ,industry ,symbol ,No. of female on board ,female ratio,No. of independent directors ,board independence,check,equity + liabilities ,total assets ,total liability ,total equity ,Lev,FSIZE ,BSIZE ,ETR,,,,,,,,
28,2015,"PGP GLASS CEYLON PLC
",Materials,GLAS.N0000,0,0,3,50,0,"6,656,074,641","6,656,074,641",2588580842,"4,067,493,799",0.636406831803015,22.618795754495,6,0.186678679168532,,,,,,,,
28,2016,"PGP GLASS CEYLON PLC
",Materials,GLAS.N0000,0,0,3,60,0,"9,065,704,067","9,065,704,067",4854479421,"4,211,224,646",1.15274767533738,22.927764346863,5,0.194684921003138,,,,,,,,
28,2017,"PGP GLASS CEYLON PLC
",Materials,GLAS.N0000,0,0,3,60,0,"9,448,593,720","9,448,593,720",5184321684,"4,264,272,036",1.21575772845464,22.9691317546799,5,0.364417223583141,,,,,,,,
28,2018,"PGP GLASS CEYLON PLC
",Materials,GLAS.N0000,0,0,3,50,0,"10,169,992,053","10,169,992,053",5724463137,"4,445,528,916",1.2876900016097,23.0427072655906,6,0.321503895364142,,,,,,,,
29,2015,SAMSON INTERNATIONAL PLC,Materials,SIL.N0000),0,0,2,20,0,"978,763,735","978,763,735","461,648,830","517,114,905",0.892739361283736,20.7018008383764,10,0.0700217768914018,,,,,,,,
29,2016,SAMSON INTERNATIONAL PLC,Materials,SIL.N0000),0,0,2,22.2222222222222,0,"1,101,129,363","1,101,129,363","474,910,842","626,218,521",0.758378786436436,20.8196021836977,9,0.349748365944069,,,,,,,,
29,2017,SAMSON INTERNATIONAL PLC,Materials,SIL.N0000),0,0,2,22.2222222222222,0,"1,080,385,578","1,080,385,578","461,146,427","619,239,151",0.744698435580666,20.8005838310339,9,0.980284874323133,,,,,,,,
29,2018,SAMSON INTERNATIONAL PLC,Materials,SIL.N0000),0,0,2,25,0,"1,195,251,017","1,195,251,017","557,113,765","638,137,252",0.873031253470844,20.9016220563381,8,0.426895427259428,,,,,,,,
30,2015,WATAWALA PLANTATIONS PLC,FOOD BEVERAGE & TOBACCO,WATA.N0000,0,0,4,36.3636363636364,0,"7,730,523,000","7,730,523,000","2,950,114,000","4,780,409,000",0.617125856804303,22.7684423557305,11,0.122605123968062,,,,,,,,
30,2016,WATAWALA PLANTATIONS PLC,FOOD BEVERAGE & TOBACCO,WATA.N0000,0,0,3,27.2727272727273,0,"8,732,531,000","8,732,531,000","2,974,188,000","5,758,343,000",0.516500666945335,22.890321084596,11,0.14950439785948,,,,,,,,
30,2017,WATAWALA PLANTATIONS PLC,FOOD BEVERAGE & TOBACCO,WATA.N0000,0,0,4,33.3333333333333,0,"4,699,563,000","4,699,563,000","1,246,584,000","3,452,979,000",0.361016965350788,22.2707353626162,12,0.176748829620667,,,,,,,,
30,2018,WATAWALA PLANTATIONS PLC,FOOD BEVERAGE & TOBACCO,WATA.N0000,0,0,3,42.8571428571429,0,"5,251,292,000","5,251,292,000","1,247,570,000","4,003,722,000",0.311602553823667,22.3817399785116,7,0.134689697583685,,,,,,,,
